,Energies,Losses,Variations,Model dh,Time
0,-6.274482035770002,2.0124060975475966,17.330276058326355,2,3.7016794681549072
1,-6.69186370418289,3.1901502441962184,24.719088867805603,2,0.0017621517181396484
2,-6.660109148237909,2.1709814434203567,19.950001336959133,2,0.0012521743774414062
3,-6.500319325682596,1.5680869643346251,18.915675482036352,2,0.0010802745819091797
4,-7.35815472674571,1.9613414474994013,27.538214738245912,2,0.0012352466583251953
5,-7.8337973348011145,2.118889493313032,32.519534955762445,2,0.0021483898162841797
6,-7.515714962992356,0.8848573319764894,17.501812223050205,2,0.0012316703796386719
7,-7.692802349806905,1.4302728543578604,22.015673902591953,2,0.0011975765228271484
8,-8.374857585209293,1.5129520099870497,30.11828825220407,2,0.0013227462768554688
9,-8.51296773084317,-0.40132814345937734,21.429247355551333,2,0.0012018680572509766
10,-9.553012843150999,0.23966158325070783,37.633081651699655,2,0.0012905597686767578
11,-9.799571613643392,-0.1147935867665558,30.983498064529332,2,0.001215219497680664
12,-8.757794805409999,-0.8728302429859471,20.391111132052806,2,0.001199483871459961
13,-11.751206991808303,-1.2826053076016297,58.68320932057161,2,0.0012025833129882812
14,-11.946256908585665,-2.5445342146005085,44.09366370785617,2,0.0013256072998046875
15,-11.32318257835547,-2.0802000842855346,33.293160889419184,2,0.0015459060668945312
16,-12.394875321367778,-3.641824356288123,48.69613285504816,2,0.0012373924255371094
17,-14.253161609749586,-4.6277191069066355,65.42646293548282,2,0.0012824535369873047
18,-13.718331881680006,-3.58682973581063,38.202176622687624,2,0.001216888427734375
19,-14.815942266202773,-5.659266298254522,66.93385805360028,2,0.0012371540069580078
20,-15.951075746560003,-6.082537425631454,57.37533346679172,2,0.0017113685607910156
21,-16.43348986482124,-6.966410708265562,73.50033212249568,2,0.0012128353118896484
22,-18.07731797692098,-9.663748748744794,80.97798053008056,2,0.0012094974517822266
23,-17.650943269345145,-9.501315283636062,78.9097199467989,2,0.0012028217315673828
24,-21.629476816404278,-12.702705538752612,134.61027789905657,2,0.0012233257293701172
25,-20.657328485339644,-12.688264754563532,122.69291929196646,2,0.002485036849975586
26,-21.6478344022755,-15.505126600124274,113.36043497221343,2,0.0018155574798583984
27,-23.012392369903246,-15.391428686659616,112.12979938322368,2,0.00131988525390625
28,-24.159520582830073,-13.843184064516233,102.03836846591607,2,0.0012085437774658203
29,-24.465394053310202,-12.869736588811453,88.68124511221068,2,0.001201629638671875
30,-25.203202002772233,-12.520000874772377,80.25970182956405,2,0.0019466876983642578
31,-25.918567267369205,-13.40140264579692,82.86533002971113,2,0.0012013912200927734
32,-28.39344497564379,-16.66854419772065,105.70948968122916,2,0.0011906623840332031
33,-29.587040303516083,-17.918779418700073,109.73387382747083,2,0.0011937618255615234
34,-29.43481498271415,-14.398012947888777,82.10891862102159,2,0.001302957534790039
35,-30.294004892575085,-17.28550963552436,94.43599230841555,2,0.001861572265625
36,-31.80245400234151,-15.029307666191587,89.66758304031492,2,0.0011990070343017578
37,-31.188301009617625,-16.254002065702213,86.20403901558387,2,0.0011949539184570312
38,-32.761648844088334,-16.393438464861855,86.67130613229806,2,0.0012156963348388672
39,-33.66440266555667,-15.477229427007725,82.0498709543961,2,0.0013077259063720703
40,-35.696781995928944,-14.155212475644895,71.4205347014567,2,0.0021066665649414062
41,-35.385211129276016,-11.937568261031249,64.46868067369111,2,0.0011937618255615234
42,-35.361672636794005,-14.494954529262468,66.78811402989338,2,0.0012023448944091797
43,-34.8132050062934,-14.513618682477038,70.03674381734025,2,0.0013539791107177734
44,-34.78281776723417,-16.788736362255317,73.84117417826347,2,0.0011937618255615234
45,-36.49307866953725,-9.981620220345544,49.874695727785344,2,0.0018558502197265625
46,-36.54242019479077,-13.71428182065649,56.1341637089317,2,0.0011968612670898438
47,-36.83146431108353,-11.773041523882394,51.87747746092598,2,0.0012006759643554688
48,-36.48519826886158,-14.862535301961934,54.115588039134536,2,0.0011703968048095703
49,-38.297451574474564,-11.644232786889251,41.396773772022385,2,0.001287698745727539
50,-37.77639911988103,-10.897284710515773,45.55201865132381,2,0.0017733573913574219
51,-37.040447329915054,-12.641200580544833,46.944400344559746,2,0.0011973381042480469
52,-37.78543161780637,-14.524927869030222,46.925790141103555,2,0.0012621879577636719
53,-38.363645517155156,-9.5897581063863,34.724290323913976,2,0.0011882781982421875
54,-37.61271433933071,-9.505186299001972,38.27797777833014,2,0.003593921661376953
55,-38.524565154913525,-9.538088119544119,31.71422235676113,2,0.0018570423126220703
56,-39.42480527701805,-8.424032051530329,29.836397449867707,2,0.0012128353118896484
57,-38.53042610248304,-9.142310654429428,31.460422059466612,2,0.0013058185577392578
58,-38.42482123398308,-9.217090996625393,31.620907483863046,2,0.0012145042419433594
59,-39.29069135943232,-7.037593177291598,24.706937327130134,2,0.0012791156768798828
60,-38.80121995097398,-8.738441128894657,29.11801264908831,2,0.0016024112701416016
61,-39.16838323652965,-8.088133402876709,26.845349471930184,2,0.0012063980102539062
62,-40.31113803271608,-5.2218397968962735,16.52796485105405,2,0.0013365745544433594
63,-38.849666480659074,-6.817987169194456,25.479351019391046,2,0.0012052059173583984
64,-40.16921154472176,-5.412182684432882,15.983880758790194,2,0.0013439655303955078
65,-39.54322233183543,-7.421638482328121,22.047347818246127,2,0.0018908977508544922
66,-39.55951770616416,-7.9597338324673945,22.65903248103432,2,0.001463174819946289
