,Energies,Losses,Variations,Model dh,Time
0,-6.090443218260579,2.2476250334555194,14.197781146400132,2,3.7158493995666504
1,-6.7258355631943765,3.309291664305432,20.455985058682828,2,0.0017707347869873047
2,-6.628856264777181,2.4853690601739418,15.884570929341521,2,0.0012238025665283203
3,-6.356600267586819,1.887181498033293,14.87842388247051,2,0.0010797977447509766
4,-7.121549293901519,2.3765371001223534,21.420682617767312,2,0.0011992454528808594
5,-7.743367586979191,2.303190340350708,22.614895694873567,2,0.0020673274993896484
6,-7.362853254374867,1.312486881321748,13.806491801614005,2,0.0012178421020507812
7,-7.511384739066986,2.2399877795608742,17.352754546575092,2,0.0012102127075195312
8,-7.980758925313842,1.9423461830589037,19.974826476263775,2,0.0013306140899658203
9,-8.195829905575458,0.23622987681130525,14.208338801882219,2,0.001191854476928711
10,-9.016989764907391,0.9096025803887792,27.35676396262384,2,0.0013709068298339844
11,-9.266419928510892,0.9384678389925901,20.251522424342745,2,0.001224517822265625
12,-8.33876629176321,0.01927985033653556,12.982691068636182,2,0.001216888427734375
13,-10.405997639922239,-0.48246836727958764,33.62447920104443,2,0.0012149810791015625
14,-10.50090121598781,-1.3825652898135659,22.045138818099502,2,0.001322031021118164
15,-10.18907291176204,-1.0011963090086624,19.480914656226734,2,0.0017511844635009766
16,-10.931270583123437,-1.9851247016018445,26.17530514565984,2,0.0013279914855957031
17,-12.265950642851754,-2.30868002377844,31.981478405732624,2,0.0012598037719726562
18,-11.840101621651462,-1.6178333171834458,19.155340912658325,2,0.0013189315795898438
19,-12.655841189563708,-3.1737359826756983,32.2703295030814,2,0.0012333393096923828
20,-13.222274971206152,-3.301052346737392,29.206329829116193,2,0.0015883445739746094
21,-13.523537136741348,-4.553731989772283,34.84241996490533,2,0.0012068748474121094
22,-14.226379380148007,-5.9467202700205375,37.222848128270996,2,0.0012030601501464844
23,-14.580678772862914,-6.231626058607937,38.02770121288629,2,0.0011990070343017578
24,-16.638857884123105,-7.404592173208573,54.544676878934204,2,0.001268625259399414
25,-16.23079267245931,-7.867684955071647,55.20814911770422,2,0.0023412704467773438
26,-16.686443315900966,-9.833454784439168,52.75785551334597,2,0.001489400863647461
27,-17.393570630173137,-8.846100271670334,46.339943823958926,2,0.0011916160583496094
28,-18.25195090799346,-8.46572742603756,41.85230386751323,2,0.0011985301971435547
29,-18.51514913209517,-8.184340252954264,38.66942712772508,2,0.0011932849884033203
30,-19.0165059650668,-8.109191850324006,35.408403906009305,2,0.0026078224182128906
31,-19.364018278217983,-7.018365600188916,29.7900444808401,2,0.0015113353729248047
32,-20.862601514567093,-10.62275575104298,45.08848998559622,2,0.0013349056243896484
33,-21.569719526893888,-10.438688453816626,42.66668572450474,2,0.0011959075927734375
34,-21.587359735551228,-9.43089298112112,34.939526442250035,2,0.0011906623840332031
35,-22.199356419067996,-10.65016189497186,40.05944955887105,2,0.002401113510131836
36,-23.296529680813347,-10.176627902415328,39.54286633771179,2,0.0012128353118896484
37,-22.834100839676996,-9.260050416971215,33.23234394589165,2,0.0011970996856689453
38,-23.533747820363725,-10.339049540421234,36.14918914277948,2,0.0012006759643554688
39,-24.178142958407918,-8.98512155983714,31.46129341601133,2,0.0011997222900390625
40,-25.273719512387935,-10.510019171306519,33.43707960736074,2,0.0018148422241210938
41,-25.590261479505045,-6.7802882812749035,24.09227656174893,2,0.001203298568725586
42,-25.100457119638406,-9.53815867686036,28.11719736191365,2,0.0011906623840332031
43,-24.697174822356175,-9.6041694644672,29.022213374415237,2,0.0012166500091552734
44,-24.69312769397359,-10.739810302421079,29.073439380182126,2,0.0011904239654541016
45,-26.189268305218494,-6.391524076039921,20.522754863039765,2,0.0015513896942138672
46,-26.39222322301603,-9.357440927485642,21.60526676520044,2,0.0011963844299316406
47,-26.276611152429716,-7.302457800657865,20.651033283776318,2,0.0011897087097167969
48,-26.053673143384586,-8.421777073188315,20.264575693040136,2,0.0013289451599121094
49,-27.148882676359744,-7.341788803754521,16.749137825792037,2,0.0011949539184570312
50,-26.834015071349185,-6.641156365868915,16.73904702514971,2,0.0016961097717285156
51,-26.301016614769352,-7.5511566404395545,16.891954010019337,2,0.0011987686157226562
52,-26.966180662436905,-8.203729446043647,16.42208294689729,2,0.001203775405883789
53,-27.150200732049615,-6.170212095430927,12.952702414298,2,0.0013256072998046875
54,-26.789042618342616,-5.469737541867326,12.842191190515534,2,0.0011913776397705078
55,-27.33166796343329,-5.77289766794386,11.586577123832177,2,0.0017676353454589844
56,-28.00198542889195,-4.559475306133091,9.430254097402457,2,0.0011899471282958984
57,-27.46357859939615,-5.02424397253468,10.212456803364686,2,0.0011966228485107422
58,-27.18455316733277,-5.552282812111021,11.186262347200689,2,0.0013322830200195312
59,-27.782286734252654,-3.8616422340722147,8.453633531556989,2,0.0011875629425048828
60,-27.521750443970316,-4.692803912049162,9.111022938463027,2,0.0024890899658203125
61,-27.629913329350256,-4.792323419790149,8.773735629031098,2,0.0015413761138916016
62,-28.22168689337994,-3.2292386615422703,5.810085889166287,2,0.0013308525085449219
63,-27.435461292739248,-4.081346270940442,8.256680613361159,2,0.0011882781982421875
64,-28.20986131019987,-3.2532177465402543,5.4268234169840595,2,0.0011718273162841797
