,Energies,Losses,Variations,Time
525,-90.0583720335448,-1.2340333708635887,3.5028510643053195,0.0025305747985839844
526,-90.24916768972942,-0.6298849737306755,1.7836182027131822,0.0022008419036865234
527,-90.153670737252,-0.9352014349671922,2.6419652379573444,0.008844137191772461
528,-90.34391408886597,-0.3181648735841821,0.8967154178960689,0.012212038040161133
529,-90.24854490077257,-0.6299059543929889,1.7714291317765893,0.012233734130859375
530,-90.34332077597406,-0.31816732008708576,0.8928420231486559,0.0024785995483398438
531,-89.86869324910728,-1.8125856893752348,5.076272299123152,0.0021941661834716797
532,-89.8689250765166,-1.812573456118388,5.064759212436724,0.009013891220092773
533,-90.43704968998325,0.0,0.0,0.012254714965820312
534,-90.05849171018839,-1.2340567271653462,3.43191731885107,0.012285232543945312
535,-90.05851426246377,-1.2340298875956857,3.4238161086363914,0.002709627151489258
536,-90.05853949516164,-1.2339957414313663,3.4154344833760732,0.0021762847900390625
537,-90.24694869866352,-0.6298305672052609,1.7388860744955241,0.009063243865966797
538,-90.24674687088853,-0.629806526929379,1.7346272009519108,0.012256622314453125
539,-90.15258969244806,-0.9350306811774358,2.569267284159726,0.012259483337402344
540,-90.24635986433714,-0.6297505046802006,1.7263635749280855,0.002622365951538086
541,-90.05869078119404,-1.233734782682365,3.374392463733951,0.0021905899047851562
542,-89.9650986678392,-1.5260167559758508,4.163925798857328,0.0089111328125
543,-90.2457789651641,-0.6296407120421682,1.7137099997036904,0.012215614318847656
544,-90.15219578732908,-0.934758386917466,2.537941226186953,0.012196063995361328
545,-90.33866244592497,-0.31798664683382416,0.8612471500105835,0.0025322437286376953
546,-89.49992765126078,-2.8905700055563206,7.811006780263088,0.002173900604248047
547,-90.43104455324836,-4.440892098500626e-16,2.0194839173657902e-28,0.009011507034301758
548,-89.96609225937434,-1.5252824374231277,4.099663776043519,0.012232303619384766
549,-90.05905011339186,-1.2329383361644637,3.3049987866294406,0.012196063995361328
550,-90.05910903358628,-1.232795140762619,3.29554286739899,0.0025746822357177734
