,Energies,Losses,Variations,Model dh,Time
0,(-2.130108915290995-0.01836346689269484j),8.543110845014606,9.1702751744563,2,6.307424783706665
1,(-2.6930736201693732-0.2809614551729752j),7.600445458897691,9.871569106343216,2,0.0032625198364257812
2,(-3.6056264854408333+0.16514627518134894j),5.366818740645058,10.781011082265122,2,0.0025060176849365234
3,(-4.818666313893016-0.7105844290676356j),4.826028038718296,32.404985896525986,2,0.016449451446533203
4,(-4.00068920659118-0.5109937861749062j),-8.303471544118437,32.79895870393978,2,0.01666092872619629
5,(-3.8114833253936182-0.413578147382175j),-6.017063764373213,13.073248990393123,2,0.003043651580810547
6,(-3.8038618237046684+0.26199702378880624j),-8.089901350626516,22.62978057597141,2,0.0025987625122070312
7,(-3.711087740532175-0.11253866741781021j),-6.969688357355603,14.278757020123107,2,0.016660213470458984
8,(-5.161697538626489+0.6333999291220385j),2.697550463692254,20.443286719130324,2,0.016886234283447266
9,(-4.975968655404136-0.10288106428531701j),-4.507843507777859,17.44645544495898,2,0.016590595245361328
10,(-4.335049422644486-0.2508730758156442j),-1.4579098264409667,17.834321789927667,2,0.0031206607818603516
11,(-4.364566340077276-0.15794311092351224j),4.681466036251939,16.812404051125274,2,0.0024900436401367188
12,(-4.415778016183149-0.03156129471621426j),4.28865367424394,17.6986984434405,2,0.016577482223510742
13,(-4.91791950326385+0.11560119852582126j),3.4260383336433025,13.405821435042078,2,0.016685962677001953
14,(-4.084196410495671-0.13821658482432253j),3.1755926937157084,12.43487580688617,2,0.01659536361694336
15,(-4.779780744157567-0.05430342704867668j),1.1448419435130688,25.138102034747327,2,0.0030515193939208984
16,(-4.914979108076309+0.27123284503232165j),6.244429648542043,16.97257209320079,2,0.0026175975799560547
17,(-5.311940249052948-0.013891801512280094j),4.20767896456668,18.123394186212337,2,0.01127767562866211
18,(-4.989969076475569+0.07787012235086427j),-0.8279278096167967,15.03249808626156,2,0.009059667587280273
19,(-4.775276347583614+0.06305117031365033j),2.2391953719915203,13.638887849303615,2,0.009044885635375977
20,(-4.983735356698244-0.1729855705601939j),-1.321289062817923,16.895071072126076,2,0.0031037330627441406
21,(-4.9388331713956335+0.2264192408587525j),-3.388793631742042,11.064060770795242,2,0.0025091171264648438
22,(-5.38017237708985+0.6102902817928749j),-3.569760450398455,18.56384913478453,2,0.006771564483642578
23,(-4.800761896145717+0.012810168939374051j),-3.594331210298575,13.90770535728856,2,0.009036779403686523
24,(-5.25929389383001+0.14817398419237407j),-9.414884941306306,19.840135406137776,2,0.009068012237548828
25,(-5.490673476217421+0.5069219269044087j),-1.5213553111726719,22.611785098024093,2,0.003270387649536133
26,(-5.488116627086099+0.1408617009813111j),-0.6353151211693624,9.58109075369031,2,0.0025038719177246094
27,(-5.533170294544714-0.07821145418091735j),0.8600139497082,17.778287937052372,2,0.006853342056274414
28,(-5.487741365011831-0.2265988996459763j),2.5239928756421772,18.282196411964392,2,0.009043693542480469
29,(-5.530693383762536-0.05210888621765535j),3.7558708551007216,14.661166001788702,2,0.00905609130859375
30,(-5.9336803889694965+0.13615144401732704j),1.8949357989705191,35.90755415678157,2,0.002624034881591797
31,(-5.234296717915803+0.011368299960812216j),9.14850313806039,17.5459637767303,2,0.0025038719177246094
32,(-5.380378600019078+0.04081360479957727j),0.9108469557386064,15.9728443540872,2,0.007155895233154297
33,(-5.791153760341258-0.14941932549207246j),4.197154980362277,24.259819198941596,2,0.009061574935913086
34,(-5.982285531084053+0.1961013002111961j),2.704330057254925,12.55892591276454,2,0.009079456329345703
35,(-5.710985330914505+0.5329840004686763j),3.764097470818714,20.176178077340683,2,0.0030121803283691406
