,Energies,Losses,Variations,Time
0,-10.819415381757072,0.13292190742663387,12.005536508661857,3.787682294845581
1,-9.704302215646319,-0.046406469961207224,23.970799632825166,0.0016624927520751953
2,-10.765702384389003,-0.6205595473935409,11.076512678908616,0.0010967254638671875
3,-10.386377064851304,-0.8182400208774041,13.068722358658064,0.0010101795196533203
4,-11.333705146653601,-0.4764002612933843,6.598327754956873,0.0008845329284667969
5,-10.762573329392911,-0.9034755395640403,10.129941674401772,0.0016338825225830078
6,-11.189144415343923,-0.7465349198989867,6.629207516829037,0.0008819103240966797
7,-11.287445178930495,-0.8360747301603201,6.039571284456011,0.0008411407470703125
8,-11.390473809221108,-0.5967427949186351,3.471705976161638,0.0008339881896972656
9,-11.351994111462611,-0.4238552283377418,3.0541937897329348,0.0008406639099121094
10,-11.492120915343815,-0.8795437173658778,4.467907521155304,0.0014507770538330078
11,-11.317934822010594,-0.7671684053183762,3.337130322455601,0.0008480548858642578
12,-11.65130771318316,-0.362701190722187,1.7429690373447988,0.0008366107940673828
13,-11.769234382647223,-0.3150949468676483,1.4134827379044452,0.0008397102355957031
14,-11.502636756566313,-0.2779146073191252,1.498146124294483,0.0008435249328613281
15,-11.413935246603492,-0.21554462272903294,1.452698368065652,0.0018906593322753906
16,-11.783373678545077,-0.1492893943397209,0.9647748164246831,0.0008690357208251953
17,-11.652547679047961,-0.2022072353828969,1.073380836329802,0.0008437633514404297
18,-11.470587719653615,-0.03739126474555228,1.0991763280062927,0.0008387565612792969
19,-11.668350938065045,0.006047492858058377,1.0647181425610717,0.0008480548858642578
20,-11.626919709246131,-0.040274919497035815,0.9569428623552753,0.001089334487915039
21,-11.553185512708707,-0.15243722663048162,0.8728312966422755,0.00084686279296875
22,-11.522574804936117,-0.12639595476606444,1.248867246819259,0.0008399486541748047
23,-11.597354514923966,-0.07093231731055596,0.9276877762473197,0.0008387565612792969
24,-11.728619009947284,0.07342036396548203,0.8571021182234592,0.0008440017700195312
25,-11.663555182324506,0.0014388351181973747,0.6017377212529216,0.0010378360748291016
26,-11.767543899427755,-0.04406264279650109,0.7347358465547811,0.00084686279296875
27,-11.853682205481828,-0.07057719103966079,0.4596381588292038,0.00084686279296875
28,-11.828179475857741,0.22884374437246868,0.9179907919656876,0.0008444786071777344
29,-11.627308691004783,0.050174967770690276,0.6800662788735319,0.0008454322814941406
30,-11.65809809832701,-0.07491921471080325,0.5953690099216052,0.0019311904907226562
31,-11.663335527491068,-0.08429440696582483,0.7919676834495665,0.0008513927459716797
32,-11.6362261393751,-0.25925187477841066,0.5930154290760733,0.0008533000946044922
33,-11.776261232612578,-0.055468499191264446,0.49417161307437796,0.000843048095703125
34,-11.692450069395946,-0.22827039662721973,0.6213118093572002,0.000843048095703125
35,-11.725661949905316,-0.1708040008624164,0.5225845105173136,0.00107574462890625
36,-11.634070485860192,-0.27679738303331664,0.510200797050367,0.0008454322814941406
37,-11.76158726485392,-0.17192698432630166,0.3808991993401408,0.0008432865142822266
38,-11.809110289505934,-0.09684344857588158,0.3842140515806128,0.0008399486541748047
39,-11.884283106909866,-0.1583690510144544,0.29963476398431965,0.0011851787567138672
40,-11.72190817601,-0.3514792705477038,0.5357338872728936,0.0009794235229492188
41,-11.708498272359677,-0.2026614011287269,0.344222387691125,0.0008521080017089844
42,-11.70797583890495,-0.29223929894235784,0.46590570791449293,0.0008423328399658203
43,-11.799576922785167,-0.23238993731896443,0.3868887843350857,0.0008327960968017578
44,-11.778990310633617,-0.1956415675296624,0.27648877143389194,0.0009620189666748047
45,-11.842815472797447,-0.2559353959046565,0.431335469807431,0.000885009765625
46,-11.857648014155311,-0.15882578283888138,0.23646592469253,0.0008475780487060547
47,-11.863445018488449,-0.15395050109763758,0.22413350782766434,0.0008409023284912109
48,-11.76201958156757,-0.32405105788510513,0.4459251636448915,0.0008335113525390625
49,-11.817791602632383,-0.26127820031305193,0.3132834273822043,0.0009062290191650391
50,-11.651461853427039,-0.26941880196522616,0.36457746855821344,0.0009758472442626953
51,-11.771411915628205,-0.21187144924466567,0.3166753856276698,0.0008428096771240234
52,-11.924965392401534,-0.02338541238605302,0.18542773273234694,0.0008416175842285156
53,-11.861895922817308,-0.15485282653235025,0.18052269439688956,0.0008585453033447266
54,-11.83626127612083,-0.1480613289193471,0.21161620576312434,0.0008957386016845703
55,-11.820698450202453,-0.08211590864159461,0.18658788696993456,0.0018553733825683594
56,-11.821501616021738,-0.10985558015973666,0.16720306715969552,0.0008437633514404297
57,-11.850343274185894,-0.13978636770390432,0.15640879745913952,0.0008399486541748047
58,-11.818980415174906,-0.0867979302238082,0.1815042578828924,0.0009136199951171875
59,-11.883312080284286,-0.07340349476222656,0.09673752899629846,0.0008378028869628906
60,-11.856451666166267,-0.03724570889777084,0.20919818905996793,0.0009660720825195312
61,-11.951470526660623,0.29617960697028606,0.3748051851136158,0.0008406639099121094
62,-11.86870388178002,-0.03030453375546266,0.0884313458639438,0.0008449554443359375
63,-11.831491218494143,-0.10392477514957187,0.1363796833575149,0.0008349418640136719
64,-11.861872341177419,-0.05438579057327345,0.1087585203419653,0.0009696483612060547
65,-11.836624572542695,-0.02811159440356178,0.09909201259653388,0.0009403228759765625
66,-11.871681269463556,-0.08247358477437935,0.11617452104221009,0.0008304119110107422
67,-11.843767460322834,-0.045705940999555425,0.10989358616104941,0.0008399486541748047
68,-11.801896831833457,-0.10779427679100102,0.10243263051505966,0.0008332729339599609
69,-11.78017185989772,-0.07877704069977157,0.14132249878101674,0.0009179115295410156
70,-11.787273457063643,-0.08624085191782477,0.12272132236036405,0.0012178421020507812
71,-11.798111527458875,-0.10166236475983091,0.11824220727080098,0.0008473396301269531
72,-11.808815630533084,-0.059614373604128024,0.1150030721986111,0.0008361339569091797
73,-11.818119761562002,-0.05672588676096155,0.1307882725894925,0.0008242130279541016
74,-11.8084382201556,-0.0435654111587958,0.14488045477794087,0.0009479522705078125
75,-11.756586627710206,-0.043617645610170966,0.12077000831795581,0.0010476112365722656
76,-11.89087539730609,0.07931284478468946,0.17041048042449106,0.0008380413055419922
77,-11.83551028393217,0.10398599614899624,0.16600822703848117,0.0008409023284912109
78,-11.829602935736876,0.03354271223750544,0.21514440523326292,0.0008401870727539062
