,Energies,Losses,Variations,Time
0,(6.396884992928788+0.4035410386248928j),5.624693749370465,55.60040594147172,15.192579984664917
1,(-1.2426232826731007-0.7894266944114868j),-4.3500598289301795,104.71107463730706,0.07982230186462402
2,(0.3641781024750283-0.14092497437907256j),5.468195933802133,55.69544556032559,0.10308957099914551
3,(-4.563037406266006+0.8361302447061754j),-13.286397662962315,65.61042940602276,0.10269784927368164
4,(-11.254217281420651+1.1506992320927543j),12.550837897973006,65.51479564871471,0.10327386856079102
5,(-13.801378957311718+0.09415524526436751j),-21.34533903567699,75.93708354779658,0.07934403419494629
6,(-16.538001642622415+1.105418593803825j),-7.929557120936424,66.87345351486984,0.10313725471496582
7,(-17.821486101287046+0.6499924992448374j),-10.27082197049591,60.62632493867348,0.10291314125061035
8,(-16.315466467731035-0.02893890101751634j),9.774436272607238,51.11571176153231,0.10324859619140625
9,(-17.866127093602-0.2788077512391082j),-9.062930380907078,66.65059574913738,0.10276222229003906
10,(-18.972253767166645+1.0435586020897027j),0.895935340552569,70.6243641010186,0.07916688919067383
11,(-16.91329340930042+0.46905135343480925j),-40.158059279503334,81.50818045533063,0.10271573066711426
12,(-18.59609329088157-0.27600141055494926j),-0.7125556000716142,81.401731714624,0.10325145721435547
13,(-19.05463509382821-0.08160576553971907j),0.7711561747678479,74.74380114678485,0.10291147232055664
14,(-18.72012820674198+0.04389794802164168j),-11.5036143881723,60.1166749380088,0.10319161415100098
15,(-17.67403114686071+0.9616728425663092j),-27.00217298948577,58.664733072591886,0.0785515308380127
16,(-18.89524627600647+1.374176300564805j),15.56766906831653,56.54678823158503,0.10318255424499512
17,(-18.854678879062423+1.172652848198574j),34.25291393371818,55.549195068771745,0.10301542282104492
18,(-17.84430634910254-1.159096498967946j),-39.98271131458757,69.76770557909403,0.10319924354553223
19,(-19.139900951700582+0.6421989111695067j),3.1157708907146366,52.34689029226296,0.1030890941619873
20,(-19.661417398099015-0.5876215530535931j),-13.912036625561287,65.63819613355598,0.07892870903015137
21,(-18.303850348257665-0.28007361698694966j),22.39778730041947,65.42091941771561,0.10310101509094238
22,(-19.81489783155615+0.3561912294892545j),46.08325486422421,55.294828949935024,0.10332727432250977
23,(-20.468576745545885-0.6382059261202594j),-13.774873585365327,73.53244199984294,0.10310220718383789
24,(-18.81378217110339+0.26815324430639026j),-54.435786305473414,57.3450941741363,0.1033930778503418
25,(-22.41649218250346+0.6818709614743301j),0.46605872633890616,45.42205552845754,0.07883977890014648
26,(-20.332970176943014-0.646882089815644j),35.460190382961535,84.78134715367125,0.10371184349060059
27,(-22.601041378100827+0.21672192120957445j),28.530875588107875,55.70503190298618,0.1029515266418457
28,(-22.51961779683797-0.8921626818853156j),-47.155331704153134,65.44707493467794,0.10268735885620117
29,(-22.317725646652633-0.2857782978207484j),-21.491391075925957,59.474427902788456,0.1027674674987793
30,(-24.71439702690691+0.9635287479449869j),-4.252497445186139,53.62422109035215,0.07815170288085938
31,(-22.818612468462124-0.2294117358208812j),7.015470296507815,52.45915200748661,0.10336947441101074
32,(-23.673284461868384+0.6911648923705029j),17.691185552744663,47.743251431251444,0.1015777587890625
33,(-24.467973216934208-0.9106473342831656j),-3.0723862670892412,47.06883686249644,0.10254764556884766
34,(-25.409493817955763+0.43375367062953774j),-5.054640569382709,46.99113956628671,0.10230803489685059
35,(-24.595721150641108-0.8022718276814109j),-46.09324860664336,52.54201806342524,0.07837963104248047
36,(-25.479702988597264+0.31661602521149035j),4.966972904240584,45.27958327637841,0.10237574577331543
37,(-25.97277091557485+0.23919372122779986j),-9.879874795965858,38.60144967711486,0.10266470909118652
38,(-26.706085004038314+0.45754920577648683j),11.183179466055831,36.75548284758305,0.10245037078857422
39,(-26.58000866651079+0.6200887466622936j),14.09781455001512,43.224894040400386,0.10257863998413086
40,(-26.867397432684744-0.05976671097757851j),19.5249661371866,46.92309448639054,0.07801651954650879
41,(-26.588665619370186+0.6613568959795987j),-16.037381324081885,44.89398048162109,0.10250639915466309
